Food Name,Active Time,Total Time,Yield,Ingredients,Steps,Image
mayan-pumpkin-seed-dip,,25 mins,1 1/4 cups,"5 ounces raw pepitas (pumpkin seeds; about 1 cup)/n2 tablespoons canola oil/n1/2 cup finely chopped shallots/n1 large jalapeño—stemmed, seeded and finely chopped/n3 garlic cloves, minced/nKosher salt/n1/4 cup lightly packed parsley/n1/4 cup lightly packed cilantro/n2 tablespoons fresh lime juice/n1 tablespoon extra-virgin olive oil/n1/4 teaspoon finely grated orange zest/nTortilla chips, for serving","Step 1: In a large skillet, toast the pumpkin seeds over moderate heat, tossing occasionally, until lightly golden, about 5 minutes. Transfer to a food processor./nStep 2: In the skillet, heat the canola oil until shimmering. Add the shallots, jalapeño, garlic and a generous pinch of salt and cook over moderate heat, stirring occasionally, until softened, about 5 minutes. Transfer the mixture to the food processor and let cool./nStep 3: Add the parsley, cilantro, lime juice, olive oil, orange zest and 1/4 cup of water to the food processor and puree until nearly smooth. Season with salt. Transfer the sikil pak to a bowl and serve with tortilla chips./nStep 4: The sikil pak dip can be refrigerated for up to 3 days. Bring to room temperature before serving.",https://www.foodandwine.com/thmb/NwXpg6RJxZvxJXC21w2Sp5glG2E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/201305-xl-mayan-pumpkin-seed-dip-2000-68765ef1d80941a2a5fbe6c88278a63c.jpg
chia-seed-pudding,,15 mins,4,2 ½ cups almond milk/n3 tablespoons agave nectar/n½ cup chia seeds (3 ounces)/n½ teaspoon finely grated lemon zest,"Step 1: In a 1-quart jar, combine the almond milk with the agave nectar. Close the jar and shake to combine. Add the chia seeds and lemon zest to the jar, then close and shake well. Refrigerate until very thick and pudding-like, at least 4 hours or overnight, shaking or stirring occasionally. Serve the pudding in bowls./nStep 2: The pudding can be refrigerated for up to 3 days./nStep 3: Citrus sections, diced mango, almonds and extra agave nectar.",https://www.foodandwine.com/thmb/Yjxw44iQ-P9rjZk6e8LTKL50Ayw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/201203-xl-chia-seed-pudding-2000-bf2f70c3c351410eb5d8efd5adc69da4.jpg
baked-flax-seed-granola,,45 mins,8,3 cups rolled oats (not instant)/n1/2 cup walnut pieces/n1/2 cup puffed rice or millet/n1/4 cup roasted pumpkin seeds/n1/4 cup flax seeds/n3 tablespoons packed light brown sugar/n1/2 teaspoon ground cinnamon/n1/4 teaspoon kosher salt/n1/2 cup honey/n1/4 cup vegetable oil/n1 teaspoon almond extract,"Step 1: Preheat the oven to 300ºF. In a large bowl, stir together the the oats, walnuts, puffed rice, pumpkin seeds, flax seeds, brown sugar, cinnamon, and salt./nStep 2: In a small bowl, mix together the honey, oil, and almond. Pour over the dry mixture, and mix well until the oats and seeds are fully coated with the honey mixture./nStep 3: Spread a thin layer of the combined mixture on a rimmed baking sheet, and bake, uncovered, for 15 minutes. Remove the sheet, stir the ingredients, and continue baking until the granola starts to turn golden brown, about 5 to 15 more minutes. When the granola is golden brown, remove the baking sheet and set it on a wire rack to cool. Occasionally stir the granola as it cools, for about 20 to 30 minutes, or until it is hardened./nStep 4: Cooked granola will keep in an airtight container for up to two weeks.",https://www.foodandwine.com/thmb/ro6v8cz6MzU8c3ePCBBvWUlFnPs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/baked-flax-granola-fwx-37eac54632f54d78ad8a6ee489cb73c7.jpg
mixed-asian-salad-macadamia-nuts,,25 mins,,"2 tablespoons mayonnaise/n1 tablespoon rice vinegar/n1 tablespoon white wine vinegar/n1 tablespoon soy sauce/n2 teaspoons honey/n1 teaspoon finely grated fresh ginger/n1 teaspoon Asian sesame oil/n1 large garlic clove, minced/n1/2 teaspoon Sriracha chili sauce or other hot chili sauce/n1/4 cup vegetable oil/nSalt and freshly ground pepper/n1/2 cup macadamia nuts (3 ounces)/n1 tablespoon sesame seeds/n3/4 pound baby Asian greens or mesclun (18 cups)/nOne 3-ounce package enoki mushrooms, trimmed and separated","Step 1: In a blender, combine mayonnaise, rice and white wine vinegars, soy sauce, honey, ginger, sesame oil, garlic and chili sauce and process to mix. With machine on, blend in vegetable oil in a thin stream. Scrape dressing into a small bowl and season with salt and pepper./nStep 2: In a medium skillet, toast macadamia nuts over moderately low heat, shaking skillet frequently, until nuts are a deep golden brown, 4 to 5 minutes. Transfer nuts to a plate to cool. Add sesame seeds to skillet and toast until a deep golden brown, about 3 minutes. Transfer sesame seeds to a plate to cool. Coarsely chop macadamia nuts./nStep 3: In a very large bowl, toss baby Asian greens with enoki mushrooms. Pour dressing over salad and toss well. Scatter toasted macadamia nuts and sesame seeds all over salad and toss briefly once more. Serve salad immediately.",https://www.foodandwine.com/thmb/Xe6GItQBlh98ozPY3IA2moTLTxg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/HD-201303-r-mixed-asian-salad-with-macadamia-nuts-709595c4b8224f69bbc21e8a35ce4fd1.jpg
sesame-soy-roasted-pumpkin-seeds,,45 mins,1 cup,"Seeds from 1 medium (10-pound) pumpkin (about 1 cup)/n2 teaspoons vegetable oil/n1 teaspoon soy sauce/n1/2 teaspoon sesame seed oil/nKosher or sea salt, to taste/nFresh cracked black pepper, to taste","Step 1: Preheat the oven to 400°. Line a baking pan with parchment paper./nStep 2: Bring a pot of salted water to a boil. Add the seeds and boil for 10 minutes. Drain. Pat the pumpkin seeds dry on paper towels./nStep 3: In a bowl, toss the pumpkin seeds with the vegetable oil, soy sauce, and sesame seed oil. Season with salt and pepper to taste. Spread the coated seeds evenly on the lined baking pan. Roast for 20-25 minutes, turning the seeds every 10 minutes. Remove the seeds from the oven when they are crispy. Allow to cool to room temperature and serve.",https://www.foodandwine.com/thmb/XN_V2vuOj5r1K6i-ghCSM0BHDBo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/201311-xl-sesame-soy-roasted-pumpkin-seeds-2000-014769d10d4349229c37ebbc6438118f.jpg
sunflower-seed-brittle,10 mins,30 mins,1 pound,1 cup sugar/n½ cup water/n½ cup light corn syrup/n1 ½ tablespoons unsalted butter (at room temperature)/n1 teaspoon kosher salt/n½ teaspoon baking soda/n2 cups raw sunflower seeds,"Step 1: Line a large, rimmed baking sheet with parchment paper and lightly oil the paper. In a medium saucepan, combine the sugar, water and corn syrup and bring to a boil. Boil over moderate heat until the caramel is golden and registers 320° on a candy thermometer, about 10 minutes. Remove from the heat and stir in the butter, salt and baking soda. Stir in the sunflower seeds and quickly spread the mixture on the prepared baking sheet in a thin layer. Let the brittle stand until completely cool, then break into pieces./nStep 2: The brittle can be stored in an airtight container for up to 3 days.",https://www.foodandwine.com/thmb/ONx2tNm_PoGpUbUrJdQzoprIIz4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/200812-r-xl-sunflower-seed-brittle-1687040503e84dc1bb71ebdf894463c6.jpg
mixed-nuts-crispy-herb-and-garlic,,30 mins,4 cups,"1 cup raw pecans/n1 cup raw cashews/nExtra-virgin olive oil, for frying/n6 large garlic cloves, very thinly sliced/n6 large rosemary sprigs (6 inches each), stemmed/n1/2 cup lightly packed sage leaves/n1 cup unsalted shelled pistachios/n1 cup roasted unsalted marcona almonds/nKosher salt/nPepper","Step 1: Preheat the oven to 350°. Spread the pecans and cashews on a rimmed baking sheet and toast for 8 to 10 minutes, until fragrant and the cashews are golden. Let cool./nStep 2: Meanwhile, in a large skillet, heat 1/4 inch of olive oil until shimmering. Add the garlic and cook over moderate heat, stirring, until golden and crisp, about 5 minutes. Using a slotted spoon, transfer the crispy garlic to paper towels to drain. Carefully add the rosemary and sage to the skillet and cook until the sizzling slows and the herbs are crisp, about 30 seconds. Using a slotted spoon, transfer to paper towels to drain./nStep 3: Pour off all but 2 tablespoons of the garlic-herb oil from the skillet. Add the toasted nuts along with the pistachios and almonds and cook over moderate heat, tossing and stirring frequently, until the nuts are warm and coated in the oil, 1 to 2 minutes. Season generously with salt and pepper, then fold in the crispy garlic and herbs. Transfer to a medium bowl and serve warm or at room temperature./nStep 4: The mixed nuts can be stored in an airtight container at room temperature for up to 5 days.",https://www.foodandwine.com/thmb/lz628ZcIPGSj_kGqAs6R-vWtegI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/mixed-nuts-with-crispy-herbs-and-garlic-XL-RECIPE1117-06c0515a6b2742aab8618c3d34b28d66.jpg
raspberry-hazelnut-macaroons-haselnussmakronen,45 mins,1 hrs,30 cookies,1 1/2 cups whole hazelnuts/n2 large egg whites/n1/4 teaspoon kosher salt/n3/4 cup sugar/n1/2 cup raspberry jam,"Step 1: Preheat the oven to 400° and line 2 large rimmed baking sheets with parchment paper./nStep 2: Spread the hazelnuts in a pie plate and toast until the skins split and the nuts are fragrant, about 10 minutes. Transfer to a clean kitchen towel and rub together to release the skins. Let the hazelnuts cool completely./nStep 3: In a food processor, pulse the hazelnuts until finely chopped. In a medium bowl, using a hand mixer, beat the egg whites with the salt at medium speed until foamy, 2 minutes. Gradually add the sugar and continue beating until soft peaks form when the beaters are lifted, 5 to 7 minutes. Fold in the hazelnuts./nStep 4: Using a 1-ounce ice cream scoop or a soup spoon, scoop 1 1/2-inch rounds of the batter onto the prepared baking sheets, about 1 inch apart. Bake the cookies for 11 to 13 minutes, until fragrant and lightly browned; rotate the baking sheets from top to bottom and front to back halfway through baking. Remove the cookies from the oven and, while they’re still hot, carefully make an indentation in the center of each with the back of a teaspoon./nStep 5: In a small saucepan, boil the raspberry jam for 30 seconds, until slightly thickened. Carefully spoon about 1 teaspoon of the hot jam into the center of each cookie. Let the jam set and the cookies cool completely before serving./nStep 6: The cookies can be stored at room temperature in an airtight container between wax paper for up to 4 days.",https://www.foodandwine.com/thmb/8_5AB9F4SnL8wT4sCHyp83WuTgs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/RECIPE1215-XL-haselnussmakronen-9c4308fcb0ec4942a91c3811bcffc45d.jpg
spiced-candied-almonds,25 mins,45 mins,2 cups,2 cups raw almonds/n1/4 cup light corn syrup/n2 teaspoons kosher salt/n1 teaspoon sweet pimentón de la Vera/n1/2 teaspoon piment d’Espelette,"Step 1: Preheat the oven to 325° and line a large rimmed baking sheet with parchment paper. Lightly coat a large bowl and 2 large spoons with nonstick spray. Spread the almonds on the baking sheet and bake for about 10 minutes, until golden. Transfer to the prepared bowl. Leave the oven on./nStep 2: In a small saucepan, combine the corn syrup with the salt, pimentón de la Vera, piment d’Espelette and 1 tablespoon of water. Cook over moderate heat, stirring occasionally, until hot and thin, 3 to 5 minutes. Immediately drizzle the hot syrup over the almonds and, using the greased spoons, toss to coat./nStep 3: Spread the almonds on the parchment paper–lined baking sheet; bake for 10 minutes, until coated in a sticky glaze; stir the almonds twice during baking. Return the nuts to the greased bowl and let cool, stirring occasionally to separate them./nStep 4: The almonds can be stored in an airtight container for up to 1 week.",https://www.foodandwine.com/thmb/2ogxwA5bhL9LXYIWS-OzOMr4e1M=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/spiced-candied-almonds-XL-RECIPE2017-2b0a2fe9190d4d97a6382985176473a9.jpg
curry-spiced-nut-bars,10 mins,1 hrs 40 mins,12 bars,"1 cup raw cashews/n1 cup raw almonds/n1/2 cup raw walnuts/n1 tablespoon virgin coconut oil, melted, plus more for greasing/n1 tablespoon Madras curry powder/n1/2 teaspoon kosher salt/n1 cup puffed brown rice/n1/2 cup toasted coconut chips/n1/2 cup dates (about 5 dates), pitted and finely chopped/n1 tablespoon flax meal/n1 tablespoon toasted sesame seeds/n1/2 cup brown rice syrup","Step 1: Preheat oven to 325°F. Combine cashews, almonds, walnuts, coconut oil, curry powder, and salt in a medium bowl; stir to coat. Transfer to a large baking sheet, and spread in an even layer. Bake until nuts are lightly toasted, 8 to 10 minutes./nStep 2: Grease a 9-inch square baking pan with coconut oil, and line with parchment paper, leaving a 1-inch overhang on 2 sides. Toss together toasted nuts, puffed rice, coconut chips, dates, flax meal, and sesame seeds in a medium bowl. Add brown rice syrup, and stir to coat. Transfer to prepared pan, and bake at 325°F until toasted and starting to set, 15 to 18 minutes./nStep 3: Transfer pan to a wire rack; let cool 20 minutes. Remove mixture from pan, and discard parchment; let cool completely. Using an oiled knife, cut into 12 bars. Individually wrap with parchment paper, and store in an airtight container./nStep 4: Bars may be stored at room temperature up to 5 days.",https://www.foodandwine.com/thmb/7N1xrEbd5z64r6Z5butY5puBqHs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/curry-spiced-nut-bars-xl-recipe0518-fc96ed4b3c514bdb9db8749220a00414.jpg
chile-toasted-marcona-almonds,,15 mins,3 cups,2 tablespoons unsalted butter/n1 tablespoon minced garlic/n1 teaspoon crushed red pepper/n3 cups roasted marcona almonds/nKosher salt/nBlack pepper/n1 tablespoon minced chives,"Step 1: In a large skillet, melt the butter. Add the garlic and crushed red pepper and cook over moderate heat, stirring, until the garlic is softened, about 2 minutes. Add the almonds and cook, stirring occasionally, until coated and hot, about 2 minutes. Season with salt and pepper. Let cool completely; stir in the chives./nStep 2: The almonds can be stored at room temperature overnight; stir in the chives before serving.",https://www.foodandwine.com/thmb/lG86qUCNY5LFziRgKN6uyjNsorE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/RECIPE1215-XL-chile-toasted-marcona-almonds-8c4ce27170464b868646d49914837b4f.jpg
masala-mixed-nuts,15 mins,25 mins,,"¼ cup besan (chickpea flour)/n2 tablespoons rice flour/n2 tablespoons corn flour/n½ teaspoon ground turmeric/n½ teaspoon Kashmiri chile powder (see note)/n½ teaspoon garam masala/n½ teaspoon dried mint powder/n½ teaspoon store-bought ginger-garlic paste (available in Indian markets)/nPinch of baking soda/n1 ½ teaspoons Himalayan or kosher salt, divided/n1 cup salted peanuts/n½ cup salted cashews/n¼ cup roasted salted almonds/n¼ cup roasted walnuts/n2 teaspoons canola or vegetable oil/n½ cup water, plus more as needed/nOil for deep frying/n1 teaspoon chaat masala","Step 1: Whisk besan, rice flour and corn flour in a bowl. Whisk in turmeric, Kashmiri chile powder, garam masala, mint powder, ginger-garlic paste, baking soda, and 1/2 teaspoon of the salt until combined./nStep 2: Add nuts, canola oil, and water and mix until nuts are evenly coated with a thin batter./nStep 3: In a deep, medium skillet, heat 3/4 inch oil to 350°F. Working in batches, fry nuts until golden brown and crisp, 2 to 3 minutes. Using a slotted spoon, transfer nuts to a paper towel-lined baking sheet. Sprinkle chaat masala and remaining 1 teaspoon kosher salt on top. Once cool, store in an airtight container./nStep 4: If you can't find Kashmiri chile powder, substitute with a mix of 3 parts paprika and 1 part cayenne pepper.",https://www.foodandwine.com/thmb/SlmaKyKop2bJo3Fargcrv2N3kRw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Maneet-Chauhan-Diwali-Celebration-Masala-Mixed-Nuts-FT-BLOG1022-2000-1f04d32cf4714b9a99fdfbccd39ae963.jpg
orecchiette-bolognese-chestnuts,40 mins,1 hrs 20 mins,6,1 ¼ pounds thickly sliced smoked ham (torn into small pieces)/n2 tablespoons extra-virgin olive oil/n1 ¼ pounds ground beef chuck/n1 pinch of ground cloves/n1  celery rib (finely chopped)/n1  carrot (finely chopped)/n1  onion (finely chopped)/n2  garlic cloves (very finely chopped)/n1 tablespoon finely chopped sage/n1 tablespoon finely chopped rosemary/n¼ teaspoon crushed red pepper/n1 ½ cups dry red wine/n28 ounce can tomato puree/n2 cups chicken stock or low-sodium broth/n1 pinch of sugar/nFreshly ground pepper/n1 pound orecchiette pasta/n½ cup heavy cream/n1 cup vacuum-packed chestnuts (4 ounces coarsely chopped)/n2 tablespoons very finely chopped flat-leaf parsley/nSalt/nFreshly grated Parmesan cheese (for serving),"Step 1: Pulse the ham pieces in a food processor until they are coarsely chopped. In a large, deep casserole or Dutch oven, heat the olive oil. Add the chopped ham, beef chuck and cloves and cook over high heat, stirring once or twice, until the meat begins to brown, about 10 minutes./nStep 2: Add the celery, carrot, onion and garlic to the casserole and cook, stirring, until the vegetables are barely softened, about 3 minutes. Stir in the sage, rosemary and crushed red pepper and cook until fragrant, 2 to 3 minutes. Add the red wine and cook until it is nearly evaporated, about 10 minutes. Add the tomato puree, chicken stock and sugar, season with pepper and bring to a boil over moderately high heat. Simmer uncovered over low heat, stirring occasionally, until the sauce is thick and reduced by half, about 45 minutes./nStep 3: Meanwhile, in a large pot of boiling salted water, cook the orecchiette until al dente./nStep 4: Stir the heavy cream into the bolognese sauce and simmer for 5 minutes. Stir in the chopped chestnuts and parsley and season lightly with salt. Drain the pasta and transfer to a large bowl. Spoon the bolognese sauce over the pasta and serve, passing the Parmesan on the side./nStep 5: A Tuscan Chianti Classico full of ripe, juicy cherry flavor.",https://www.foodandwine.com/thmb/0ini0fYk7ta_ebE5MzorWeIGqFs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/200610-r-xl-orecchiette-bolognese-with-chestnuts-269a774cfd6f4ad2bc80db02d5763609.jpg
bourma-armenian-phyllo-pastry-with-walnuts,1 hrs 35 mins,2 hrs 50 mins,40 bourma,"1 ½ cups granulated sugar/n1 cup water/n1 ½ teaspoons fresh lemon juice/n2 cups unsalted butter (16 ounces)/n2 ½ cups finely chopped walnuts (about 12 ounces)/n1 pound frozen phyllo dough sheets (about 40 sheets), thawed","Step 1: Preheat oven to 300°F. Bring sugar and 1 cup water to a boil in a small saucepan over medium-high; reduce heat to medium-low, and cook, stirring occasionally, 10 minutes. Stir in lemon juice; cook, stirring occasionally, 10 minutes. Remove from heat; let cool to room temperature, about 1 hour./nStep 2: Meanwhile, bring butter to a boil in a small saucepan over medium-high. Reduce heat to medium; cook, skimming and discarding milk solids, until clear, about 15 minutes. (You should have 1 ½ cups clarified butter.) Set aside. Place nuts in an even layer on a large rimmed baking sheet; bake in preheated oven until lightly toasted, about 10 minutes, stirring halfway through. Let cool completely at room temperature, about 30 minutes. Increase oven temperature to 325°F./nStep 3: Unroll phyllo dough, and lay on a clean, dry towel; cover with wax paper or parchment paper and a damp towel. Working with 1 phyllo sheet at a time, place on a work surface with 1 short side facing you; brush lightly with about 1 teaspoon clarified butter. Starting at short edge, make a 2-inch fold; sprinkle about 1 tablespoon cooled walnuts over entire dough sheet. Place a dowel or wooden skewer horizontally in middle of fold. Tightly roll dough over dowel until all phyllo dough is wrapped around dowel. Holding dowel ends and rolled dough, gently squeeze both ends toward center, similar to threading a curtain on a curtain rod, crinkling the bourma until it is about 5 inches long. Remove dowel from dough; place scrunched pastry, seam side down, on a large rimmed baking sheet. Repeat with remaining phyllo, about 1 cup clarified butter, and remaining walnuts, placing on baking sheet touching other bourma./nStep 4: Brush tops of bourma evenly with remaining clarified butter. Bake at 325°F until golden brown, about 30 minutes. Let bourma cool on baking sheet on a wire rack about 15 minutes. Drizzle with sugar syrup before serving./nStep 5: Bourma may be stored without syrup in an airtight container at room temperature up to 3 days.",https://www.foodandwine.com/thmb/5WlsYqBThSuYo7Qh3fmcrrIRQoo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/auntie-roberts-bourma-armenian-phyllo-pastry-with-walnuts-FT-RECIPE0221-196db9c8e9b54434b91bbf4e497341c1.jpg
date-and-walnut-rugelach-with-tahini-glaze-6832957,1 hrs 30 mins,6 hrs 25 mins,36 cookies,"2 cups (about 8 1/2 ounces) all-purpose flour, plus more for work surface and hands/n1/2 teaspoon fine sea salt/n1/2 teaspoon ground cardamom/n1/2 teaspoon ground cinnamon/n1 (8 ounce) pkg. cream cheese, softened/n1 cup (8 ounces) unsalted butter, softened/n2 cups walnuts, toasted (about 7 ounces)/n2 cups pitted dried dates (about 22 dates)/n1/2 cup granulated sugar/n1 tablespoon ground cinnamon/n1 tablespoon ground cardamom/n1 tablespoon grated lemon zest (from 1 lemon)/n1/4 cup date syrup (see Note)/n6 tablespoons date syrup, divided (see Note)/n1 large egg, beaten/n3 tablespoons granulated sugar, divided/n2 tablespoons tahini (ground sesame seeds)/n2 tablespoons boiling water, plus more as needed/n1 tablespoon fresh lemon juice (from 1 lemon), plus more as needed/n1 1/2 cups (about 6 ounces) powdered sugar, sifted and divided","Step 1: Whisk together flour, salt, cardamom, and cinnamon in a medium bowl; set aside. Beat cream cheese and butter with a stand mixer fitted with a paddle attachment on high speed until smooth, about 1 minute, stopping to scrape down sides of bowl as needed. Reduce mixer speed to low; add one-third flour mixture. Beat on low speed until flour mixture is incorporated, about 20 seconds. Repeat process twice with remaining flour mixture, stopping to scrape down sides of bowl as needed. Increase mixer speed to medium-high, and beat until Dough is as smooth as possible, about 1 minute. If necessary, knead Dough in bowl until it comes together./nStep 2: Roll Dough into a thick log on a well floured surface using floured hands. Cut into 3 equal pieces. Roll each piece into a ball; flatten into a circular disk. Wrap disks separately in plastic wrap, and refrigerate at least 2 hours or up to 24 hours./nStep 3: Process walnuts, dates, sugar, cinnamon, cardamom, and lemon zest in a food processor until nuts and dates are finely chopped but not a paste, 20 to 30 seconds, stopping to scrape down sides of bowl as needed. Add date syrup, and process to combine, 5 to 10 seconds. Transfer to an airtight container, and refrigerate until ready to use./nStep 4: Line 3 baking sheets with parchment paper. Working in 3 batches, remove 1 pastry disk from refrigerator. Place disk on a floured surface, and sprinkle Dough with flour. Roll Dough into an 11-inch round, lifting and moving Dough as you roll to prevent sticking. (It’s fine if the round is a little rough around the edges.)/nStep 5: Brush Dough with 2 tablespoons of the date syrup. Using a dough cutter or back of a knife, cut Dough round into 12 equal triangles. Take one-third of Filling out of refrigerator. Spoon 1 tablespoon Filling onto each triangle, spreading and leaving about an 1/8-inch border at ends and edges of triangle. Starting from wide end of each triangle, roll up each piece to the point; place on prepared baking sheet, point side down. Chill rolled cookies until firm, about 30 minutes. Meanwhile, preheat oven to 350°F./nStep 6: Lightly brush the top of each cookie with beaten egg, and sprinkle cookies evenly with 1 tablespoon of the sugar. Bake in preheated oven until tops are golden and bottoms are browned, 25 to 28 minutes, rotating baking sheet from front to back after 10 minutes of baking. Check cookie bottoms after 20 minutes of baking, and if necessary, place baking sheet on top of another baking sheet to slow browning. Carefully transfer cookies and parchment paper to a wire rack, and let cool completely, about 1 hour. Baked cookies may be stored in an airtight container at room temperature up to 2 days or frozen up to 1 month./nStep 7: Whisk together tahini, boiling water, lemon juice, and 3/4 cup of the powdered sugar in small bowl. Gradually whisk in remaining 3/4 cup sugar until glaze is very thick. (Glaze should not be runny but still thin enough to be drizzled off the tines of a fork.) Add additional boiling water or powdered sugar, 1 teaspoon at a time, as needed for desired consistency./nStep 8: Using a fork, drizzle glaze evenly over cooled cookies. Let glaze dry at room temperature, 1 to 2 hours. Store cookies in an airtight container at room temperature for up to 2 days, separating layers with wax paper or parchment paper./nStep 9: Dough and walnut date filling may be made 1 day ahead of time. Wrap dough in plastic wrap, and place filling in an airtight container; store in refrigerator. Tahini glaze can be made 1 day in advance and refrigerated in an airtight container. Let glaze come to room temperature, and stir well, adding boiling water by the teaspoon as needed for desired consistency.",https://www.foodandwine.com/thmb/5KA--amfDZXGaGjPXq96VKQxxiU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Date-and-Walnut-Rugelach-with-Tahini-Glaze-FT-BLOG1122-036b65d38b2f411cbae017b4b0331085.jpg
xeni-atapakua-three-seed-pipian-with-sorrel,40 mins,55 mins,,".666  raw pepitas (about 3 3/8 ounces)/n½ cup shelled raw peanuts (about 2 3/4 ounces)/n¾ cup white sesame seeds (about 3 3/8 ounces)/n1  medium dried guajillo chile (about 1/4 ounce), stemmed/n4  medium dried chiles de árbol, stemmed/n4  small garlic cloves, peeled/n2  large spring onions (about 8 ounces), green parts and bulbs separated, roots trimmed/n5 ¾ cups chicken stock or water, divided, plus more as needed/n1 ½ teaspoons kosher salt, plus more to taste 1/3 cup fresh masa (about 3 1/2 ounces)/n6  (6-inch) yerba buena sprigs, divided/n1  medium bunch sorrel (about 4 ounces), mature arugula, or stemmed Swiss chard or mustard greens, roughly torn (about 3 firmly packed cups)/nTortillas, for serving","Step 1: Toast pepitas in a heavy skillet (such as a 10-inch cast-iron skillet) or comal over medium-low, stirring constantly, until seeds are fragrant, begin to pop, and turn a delicate golden brown, 5 to 6 minutes. Transfer to a small bowl. Add peanuts to skillet, and cook, stirring constantly, until glossy and fragrant, 3 to 4 minutes. Transfer to a separate small bowl. Toast sesame seeds in skillet, stirring constantly, until seeds are fragrant and darken a few shades past their natural bone color, about 3 minutes. Transfer to a separate small bowl./nStep 2: Cook guajillo chile and chiles de árbol in same skillet over medium-low, flipping and moving chiles constantly to avoid burning, which will make them bitter, until skins darken a few shades and turn glossy, 1 to 2 minutes. Transfer chiles to a bowl. Add garlic to skillet, and cook, turning often, until fragrant and golden in spots, 4 to 6 minutes. Transfer garlic to bowl with chiles. Add spring onion greens and bulbs to skillet, and cook, turning occasionally, until greens are softened and wilted and bulbs are lightly charred all over, about 3 minutes for greens and 8 to 10 minutes for bulbs. Transfer to a cutting board to let cool. Once cool enough to handle, roughly chop bulbs; set aside./nStep 3: Grind sesame seeds into a coarse powder using a mortar and pestle or a metate (see Note). Repeat grinding procedure with pepitas and peanuts. If using a food processor, process each ingredient separately for about 30 seconds./nStep 4: Combine the 3 powders in a food processor. With food processor running, gradually add 1 cup chicken stock, and process until mixture forms a coarse paste, about 30 seconds. Add chiles and garlic. Process until mostly incorporated, about 30 seconds. Add spring onion greens and chopped bulbs. With processor running, gradually add 1/2 cup chicken stock, and process until mixture resembles slightly grainy peanut butter, 1 to 2 minutes. Add salt, and pulse until combined, about 5 pulses./nStep 5: Bring 4 cups chicken stock to a boil in a large, well-seasoned clay casserole dish (cazuela) or 4-quart Dutch oven over medium-high. Stir in nut and seed mixture, and return to a boil over medium-high, stirring occasionally. While mixture comes to a boil, whisk together masa and remaining 1/4 cup chicken stock in a small bowl./nStep 6: Reduce heat to medium-low, and gradually stir in masa mixture. Allow the pipián to simmer, stirring occasionally, until slightly thickened, 15 to 25 minutes. It should be looser than a porridge but thicker than a soup; the surface should splutter as the mixture slowly reduces./nStep 7: When ready to serve, return the pipián to a boil over medium-high, stirring occasionally, adding chicken stock as needed to thin to desired consistency. Once boiling, stir in leaves from 5 yerba buena sprigs (about 1/4 cup). Boil 2 minutes. Stir in sorrel, and cook, stirring occasionally, until greens are wilted, 1 to 2 minutes. Season with salt to taste. Garnish with remaining yerba buena sprig. Serve directly on the plate with tortillas, or, for a heartier meal, use as a sauce for fried short ribs, pork chops, or chicken thighs./nStep 8: Pipián can be prepared through step 6 and cooled, covered, and refrigerated up to 1 day ahead./nStep 9: To substitute masa harina for fresh masa, stir together 1/3 cup (1 1/8 ounces) masa harina (we tested with Masienda brand) and 1/4 cup water. Whisk together with an additional 1/4 cup chicken stock or water before adding to the pipián./nStep 10: Traditionally, the seeds and nuts in this recipe are ground using a metate, a grinding stone made from volcanic rock similar to a mortar and pestle. This tool is the heart of many of Mexico's Indigenous kitchens. ($130, mexgrocer.com)",https://www.foodandwine.com/thmb/HYC76bqiQ1-Zx-H3ypOA_azcLXA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Xeni-Atapakua-FT-RECIPE0821-a6f86a4cf969432e938be348cd60dbdb.jpg
